symbol,direction,entry_time,exit_time,entry_price,exit_price,z_at_entry,spy_z_at_entry,outperformance_at_entry,avg_move,qty,hold_hours,minutes_since_open,exit_reason
PFE,Short,2025-06-09T16:25:00+00:00,2025-06-09T19:45:00+00:00,24.0600,24.0200,3.6116,0.4802,3.1314,0.0047,-258.00,3.3333,175,eod
NFLX,Short,2025-06-10T14:00:00+00:00,2025-06-10T19:45:00+00:00,120.6100,120.0200,-1.3605,0.4387,-1.7992,0.0049,-51.00,5.7500,30,eod
SLB,Long,2025-06-10T14:00:00+00:00,2025-06-10T19:45:00+00:00,35.1100,35.3700,2.8130,0.4387,2.3743,0.0056,176.00,5.7500,30,eod
SLB,Short,2025-06-10T14:30:00+00:00,2025-06-10T19:45:00+00:00,35.4100,35.3700,3.7771,0.7500,3.0271,0.0064,-176.00,5.2500,60,eod
DE,Long,2025-06-10T14:00:00+00:00,2025-06-10T19:45:00+00:00,512.2000,513.7100,-3.3538,0.4387,-3.7925,0.0039,12.00,5.7500,30,eod
GE,Short,2025-06-11T14:00:00+00:00,2025-06-11T19:45:00+00:00,244.0500,245.2600,3.6291,0.2513,3.3777,0.0054,-25.00,5.7500,30,eod
SCHW,Long,2025-06-11T14:00:00+00:00,2025-06-11T19:45:00+00:00,88.9700,88.1600,3.1150,0.2513,2.8637,0.0034,70.00,5.7500,30,eod
HD,Long,2025-06-11T14:10:00+00:00,2025-06-11T19:45:00+00:00,363.7600,359.5500,-3.3183,0.5212,-3.8395,0.0031,17.00,5.5833,40,eod
NKE,Short,2025-06-11T14:00:00+00:00,2025-06-11T19:45:00+00:00,63.7100,63.1000,-2.1897,0.2513,-2.4410,0.0052,-97.00,5.7500,30,eod
NFLX,Short,2025-06-12T14:00:00+00:00,2025-06-12T19:45:00+00:00,122.1000,121.4300,-1.3231,0.1036,-1.4267,0.0049,-50.00,5.7500,30,eod
XOM,Long,2025-06-12T14:00:00+00:00,2025-06-12T19:45:00+00:00,109.6000,109.5600,2.4964,0.1036,2.3928,0.0036,56.00,5.7500,30,eod
LIN,Short,2025-06-12T14:00:00+00:00,2025-06-12T19:45:00+00:00,471.7500,470.5400,3.7609,0.1036,3.6572,0.0026,-13.00,5.7500,30,eod
META,Long,2025-06-13T14:00:00+00:00,2025-06-13T15:35:00+00:00,692.1900,692.3000,0.6025,-0.6229,1.2254,0.0035,8.00,1.5833,30,reversal
ADBE,Long,2025-06-13T14:00:00+00:00,2025-06-13T18:20:00+00:00,384.6300,393.8200,-5.3611,-0.6229,-4.7381,0.0041,16.00,4.3333,30,reversal
PYPL,Short,2025-06-13T14:00:00+00:00,2025-06-13T19:45:00+00:00,72.2400,70.7100,-3.3580,-0.6229,-2.7351,0.0043,-85.00,5.7500,30,eod
ADBE,Long,2025-06-16T14:00:00+00:00,2025-06-16T14:20:00+00:00,404.7700,398.9100,3.7425,1.6477,2.0949,0.0053,15.00,0.3333,30,reversal
AMD,Short,2025-06-16T14:40:00+00:00,2025-06-16T19:45:00+00:00,126.2200,126.4800,5.0255,1.6545,3.3710,0.0102,-49.00,5.0833,70,eod
AVGO,Short,2025-06-16T14:00:00+00:00,2025-06-16T19:45:00+00:00,250.0600,252.3400,-1.3057,1.6477,-2.9534,0.0068,-25.00,5.7500,30,eod
COP,Long,2025-06-16T14:00:00+00:00,2025-06-16T19:45:00+00:00,94.3600,94.9300,-3.3947,1.6477,-5.0424,0.0065,66.00,5.7500,30,eod
DIS,Short,2025-06-17T14:00:00+00:00,2025-06-17T17:30:00+00:00,118.1400,118.2900,-1.5385,-0.1111,-1.4274,0.0044,-52.00,3.5000,30,reversal
ADBE,Long,2025-06-17T19:00:00+00:00,2025-06-17T19:45:00+00:00,382.6200,382.8400,-4.3219,-1.2032,-3.1187,0.0058,16.00,0.7500,330,eod
CVX,Short,2025-06-17T18:20:00+00:00,2025-06-17T19:45:00+00:00,149.8000,148.6400,1.6187,-1.4827,3.1014,0.0080,-41.00,1.4167,290,eod
LLY,Long,2025-06-17T14:00:00+00:00,2025-06-17T19:45:00+00:00,800.1400,792.7700,1.9353,-0.1111,2.0464,0.0056,7.00,5.7500,30,eod
NFLX,Short,2025-06-18T14:00:00+00:00,2025-06-18T19:45:00+00:00,122.5300,122.3700,-1.0058,1.6786,-2.6843,0.0050,-50.00,5.7500,30,eod
JPM,Long,2025-06-18T14:10:00+00:00,2025-06-18T19:45:00+00:00,275.1200,274.4600,2.6292,1.5408,1.0884,0.0045,22.00,5.5833,40,eod
HD,Long,2025-06-18T14:00:00+00:00,2025-06-18T19:45:00+00:00,347.2400,347.3100,-2.3156,1.6786,-3.9942,0.0030,17.00,5.7500,30,eod
COIN,Short,2025-06-18T15:50:00+00:00,2025-06-18T19:45:00+00:00,279.0000,296.9900,5.4573,1.9731,3.4842,0.0190,-22.00,3.9167,140,eod
META,Short,2025-06-20T14:00:00+00:00,2025-06-20T14:55:00+00:00,692.7200,687.3000,-2.9976,-1.3567,-1.6409,0.0035,-8.00,0.9167,30,reversal
GE,Long,2025-06-20T14:00:00+00:00,2025-06-20T19:45:00+00:00,239.1600,238.8000,1.4365,-1.3567,2.7931,0.0046,25.00,5.7500,30,eod
PYPL,Short,2025-06-20T14:00:00+00:00,2025-06-20T19:45:00+00:00,70.1400,69.9700,1.9486,-1.3567,3.3053,0.0053,-86.00,5.7500,30,eod
TSLA,Long,2025-06-23T14:25:00+00:00,2025-06-23T17:20:00+00:00,353.0400,349.6100,3.6448,2.5770,1.0678,0.0169,17.00,2.9167,55,reversal
XOM,Long,2025-06-23T14:00:00+00:00,2025-06-23T19:45:00+00:00,114.4000,111.6800,-3.0326,2.8128,-5.8455,0.0059,53.00,5.7500,30,eod
PFE,Short,2025-06-23T14:00:00+00:00,2025-06-23T19:45:00+00:00,24.0200,23.9800,0.0000,2.8128,-2.8128,0.0041,-253.00,5.7500,30,eod
MPC,Long,2025-06-24T14:00:00+00:00,2025-06-24T15:50:00+00:00,166.9500,165.2300,2.2395,0.1452,2.0943,0.0070,36.00,1.8333,30,reversal
DE,Short,2025-06-24T14:00:00+00:00,2025-06-24T19:45:00+00:00,509.6200,513.5900,-2.2880,0.1452,-2.4332,0.0046,-11.00,5.7500,30,eod
SBUX,Long,2025-06-24T14:50:00+00:00,2025-06-24T19:45:00+00:00,91.4400,91.5500,-2.7197,0.4167,-3.1364,0.0076,65.00,4.9167,80,eod
COIN,Short,2025-06-24T14:00:00+00:00,2025-06-24T19:45:00+00:00,333.2300,345.7800,4.5734,0.1452,4.4281,0.0138,-18.00,5.7500,30,eod
TXN,Short,2025-06-25T14:00:00+00:00,2025-06-25T18:55:00+00:00,204.3200,204.7700,-2.0922,-0.2578,-1.8344,0.0045,-28.00,4.9167,30,reversal
NVDA,Long,2025-06-25T14:00:00+00:00,2025-06-25T19:45:00+00:00,151.2900,153.7500,1.9800,-0.2578,2.2378,0.0048,39.00,5.7500,30,eod
NVDA,Short,2025-06-25T14:10:00+00:00,2025-06-25T19:45:00+00:00,151.5200,153.7500,2.4312,-0.6045,3.0357,0.0045,-38.00,5.5833,40,eod
MU,Long,2025-06-26T16:30:00+00:00,2025-06-26T19:45:00+00:00,124.9700,125.7000,-2.0044,1.0702,-3.0746,0.0102,46.00,3.2500,180,eod
CAT,Long,2025-06-26T14:00:00+00:00,2025-06-26T19:45:00+00:00,377.4900,381.5600,2.1218,0.5752,1.5466,0.0044,15.00,5.7500,30,eod
PYPL,Short,2025-06-26T14:00:00+00:00,2025-06-26T19:45:00+00:00,72.0300,73.1300,-1.9743,0.5752,-2.5495,0.0057,-81.00,5.7500,30,eod
QCOM,Long,2025-06-27T14:05:00+00:00,2025-06-27T14:30:00+00:00,160.8900,159.8600,2.5507,1.3325,1.2182,0.0037,36.00,0.4167,35,reversal
AVGO,Short,2025-06-27T14:00:00+00:00,2025-06-27T19:45:00+00:00,269.4700,269.2200,-0.8723,1.5241,-2.3964,0.0055,-21.00,5.7500,30,eod
COIN,Long,2025-06-27T14:00:00+00:00,2025-06-27T19:45:00+00:00,357.8900,354.8300,-1.8705,1.5241,-3.3946,0.0155,16.00,5.7500,30,eod
GOOGL,Short,2025-06-30T14:00:00+00:00,2025-06-30T19:45:00+00:00,177.7200,176.3800,-2.4661,0.1247,-2.5909,0.0047,-32.00,5.7500,30,eod
GOOGL,Long,2025-06-30T14:20:00+00:00,2025-06-30T19:45:00+00:00,177.0600,176.3800,-3.0537,-0.0413,-3.0124,0.0050,32.00,5.4167,50,eod
T,Long,2025-06-30T14:00:00+00:00,2025-06-30T19:45:00+00:00,28.6000,28.9400,2.2289,0.1247,2.1041,0.0033,203.00,5.7500,30,eod
MU,Short,2025-07-01T14:00:00+00:00,2025-07-01T19:45:00+00:00,122.4800,121.0700,-1.3041,0.0185,-1.3225,0.0058,-47.00,5.7500,30,eod
PFE,Long,2025-07-01T14:00:00+00:00,2025-07-01T19:45:00+00:00,24.4900,25.0800,3.0076,0.0185,2.9891,0.0025,238.00,5.7500,30,eod
PFE,Short,2025-07-01T14:05:00+00:00,2025-07-01T19:45:00+00:00,24.5000,25.0800,3.2086,-0.0571,3.2657,0.0024,-238.00,5.6667,35,eod
CRM,Short,2025-07-02T14:00:00+00:00,2025-07-02T19:45:00+00:00,266.8800,268.5400,-1.2663,1.3310,-2.5973,0.0049,-21.00,5.7500,30,eod
ADBE,Long,2025-07-02T14:00:00+00:00,2025-07-02T19:45:00+00:00,374.0000,377.6700,-1.7046,1.3310,-3.0356,0.0068,15.00,5.7500,30,eod
FCX,Long,2025-07-02T14:00:00+00:00,2025-07-02T19:45:00+00:00,45.6100,45.7300,2.8452,1.3310,1.5142,0.0058,127.00,5.7500,30,eod
MSFT,Long,2025-07-03T14:15:00+00:00,2025-07-07T13:30:00+00:00,498.6500,496.9300,2.2921,1.2510,1.0411,0.0032,11.00,95.2500,45,reversal
META,Long,2025-07-03T14:00:00+00:00,2025-07-07T13:35:00+00:00,718.7700,716.8100,-2.8530,1.4007,-4.2537,0.0045,8.00,95.5833,30,reversal
PFE,Long,2025-07-07T14:00:00+00:00,2025-07-07T14:30:00+00:00,25.5300,25.3500,2.5210,0.0981,2.4229,0.0030,227.00,0.5000,30,reversal
GOOGL,Short,2025-07-03T14:00:00+00:00,2025-07-07T19:45:00+00:00,178.1500,176.0400,-1.0862,1.4007,-2.4869,0.0042,-32.00,101.7500,30,eod
AAPL,Long,2025-07-07T17:05:00+00:00,2025-07-07T19:45:00+00:00,210.2200,209.4100,-3.8357,-0.5348,-3.3009,0.0051,27.00,2.6667,215,eod
PFE,Long,2025-07-08T14:00:00+00:00,2025-07-08T17:05:00+00:00,25.5000,25.3400,1.8439,-0.1275,1.9714,0.0030,227.00,3.0833,30,reversal
COP,Short,2025-07-08T14:10:00+00:00,2025-07-08T19:45:00+00:00,94.4100,95.9400,3.1515,-0.3106,3.4621,0.0054,-61.00,5.5833,40,eod
BAC,Long,2025-07-08T14:40:00+00:00,2025-07-08T19:45:00+00:00,47.1400,47.3000,-2.8022,0.2838,-3.0860,0.0040,122.00,5.0833,70,eod
NKE,Short,2025-07-08T14:00:00+00:00,2025-07-08T19:45:00+00:00,73.9700,74.0300,-2.4015,-0.1275,-2.2740,0.0050,-78.00,5.7500,30,eod
MSFT,Long,2025-07-09T14:00:00+00:00,2025-07-09T15:50:00+00:00,506.0700,500.1900,2.8029,1.3796,1.4233,0.0029,11.00,1.8333,30,reversal
UNH,Short,2025-07-09T14:00:00+00:00,2025-07-09T16:10:00+00:00,300.8100,301.0000,-1.4076,1.3796,-2.7871,0.0039,-19.00,2.1667,30,reversal
FCX,Long,2025-07-09T14:00:00+00:00,2025-07-09T19:45:00+00:00,45.9100,45.4000,-3.1667,1.3796,-4.5462,0.0059,125.00,5.7500,30,eod
AVGO,Short,2025-07-10T14:00:00+00:00,2025-07-10T19:45:00+00:00,273.9000,274.9900,-3.4830,-2.0392,-1.4437,0.0056,-20.00,5.7500,30,eod
LOW,Short,2025-07-10T14:00:00+00:00,2025-07-10T19:45:00+00:00,228.8900,228.1500,3.5906,-2.0392,5.6299,0.0043,-24.00,5.7500,30,eod
UNH,Long,2025-07-10T14:00:00+00:00,2025-07-10T19:45:00+00:00,299.9900,300.4800,0.9152,-2.0392,2.9545,0.0040,18.00,5.7500,30,eod
GE,Long,2025-07-11T14:05:00+00:00,2025-07-11T19:45:00+00:00,255.5100,255.2500,1.9357,0.3821,1.5535,0.0052,22.00,5.6667,35,eod
LOW,Short,2025-07-11T14:00:00+00:00,2025-07-11T19:45:00+00:00,223.8000,224.7200,-1.6281,0.5213,-2.1493,0.0047,-25.00,5.7500,30,eod
T,Long,2025-07-11T14:15:00+00:00,2025-07-11T19:45:00+00:00,27.0500,27.0100,-2.1995,0.8381,-3.0376,0.0033,210.00,5.5000,45,eod
T,Long,2025-07-14T14:00:00+00:00,2025-07-14T14:25:00+00:00,27.4400,27.2800,2.4817,-0.0284,2.5101,0.0034,206.00,0.4167,30,reversal
GOOGL,Short,2025-07-14T14:00:00+00:00,2025-07-14T19:45:00+00:00,180.2000,181.6900,-1.9678,-0.0284,-1.9394,0.0059,-31.00,5.7500,30,eod
MPC,Long,2025-07-14T14:20:00+00:00,2025-07-14T19:45:00+00:00,174.7600,175.8300,-2.4101,0.6911,-3.1012,0.0058,32.00,5.4167,50,eod
NFLX,Long,2025-07-15T14:00:00+00:00,2025-07-15T19:45:00+00:00,126.1200,126.1600,2.0279,-0.7967,2.8246,0.0056,44.00,5.7500,30,eod
LIN,Short,2025-07-15T14:00:00+00:00,2025-07-15T19:45:00+00:00,464.5500,462.0300,-3.6349,-0.7967,-2.8381,0.0019,-12.00,5.7500,30,eod
FCX,Long,2025-07-15T14:05:00+00:00,2025-07-15T19:45:00+00:00,43.8400,44.0400,-3.2352,0.0252,-3.2605,0.0073,128.00,5.6667,35,eod
COP,Short,2025-07-16T14:00:00+00:00,2025-07-16T15:25:00+00:00,91.9200,91.4200,-2.5589,-1.4998,-1.0591,0.0045,-61.00,1.4167,30,reversal
TSLA,Long,2025-07-16T14:00:00+00:00,2025-07-16T19:45:00+00:00,317.6800,322.4300,1.0302,-1.4998,2.5300,0.0091,17.00,5.7500,30,eod
BAC,Long,2025-07-16T14:25:00+00:00,2025-07-16T19:45:00+00:00,45.7200,46.0300,-3.5749,-0.5025,-3.0723,0.0037,124.00,5.3333,55,eod
LLY,Short,2025-07-16T14:00:00+00:00,2025-07-16T19:45:00+00:00,785.3300,789.6500,3.0356,-1.4998,4.5354,0.0039,-7.00,5.7500,30,eod
JPM,Long,2025-07-17T14:00:00+00:00,2025-07-17T14:35:00+00:00,289.5000,286.8800,3.1151,2.0836,1.0316,0.0045,19.00,0.5833,30,reversal
ADBE,Short,2025-07-17T14:00:00+00:00,2025-07-17T19:45:00+00:00,361.5800,366.1800,-0.9079,2.0836,-2.9915,0.0041,-15.00,5.7500,30,eod
UNH,Long,2025-07-17T14:00:00+00:00,2025-07-17T19:45:00+00:00,285.2000,287.6100,-4.4173,2.0836,-6.5009,0.0051,19.00,5.7500,30,eod
TSLA,Long,2025-07-18T14:00:00+00:00,2025-07-18T19:45:00+00:00,329.9500,328.8700,1.8062,-1.0169,2.8231,0.0081,17.00,5.7500,30,eod
CVX,Long,2025-07-18T18:40:00+00:00,2025-07-18T19:45:00+00:00,146.8200,147.6600,-4.0175,-1.0120,-3.0055,0.0122,38.00,1.0833,310,eod
SCHW,Short,2025-07-18T14:00:00+00:00,2025-07-18T19:45:00+00:00,96.0300,95.4800,-3.4352,-1.0169,-2.4183,0.0035,-58.00,5.7500,30,eod
LLY,Short,2025-07-18T14:00:00+00:00,2025-07-18T19:45:00+00:00,768.3200,774.5200,2.2317,-1.0169,3.2485,0.0040,-7.00,5.7500,30,eod
XOM,Short,2025-07-21T14:00:00+00:00,2025-07-21T19:45:00+00:00,108.1500,107.8700,-0.7485,2.0542,-2.8028,0.0047,-52.00,5.7500,30,eod
LIN,Long,2025-07-21T14:10:00+00:00,2025-07-21T19:45:00+00:00,470.9500,470.5600,3.5651,1.8878,1.6773,0.0027,11.00,5.5833,40,eod
SBUX,Long,2025-07-21T14:00:00+00:00,2025-07-21T19:45:00+00:00,93.9800,93.0000,-1.6510,2.0542,-3.7052,0.0050,60.00,5.7500,30,eod
QCOM,Short,2025-07-22T14:00:00+00:00,2025-07-22T14:20:00+00:00,156.5900,157.4700,-4.5195,-2.8894,-1.6301,0.0031,-35.00,0.3333,30,reversal
T,Short,2025-07-22T14:00:00+00:00,2025-07-22T15:35:00+00:00,27.7100,27.3000,3.1494,-2.8894,6.0388,0.0034,-203.00,1.5833,30,reversal
CAT,Long,2025-07-22T14:00:00+00:00,2025-07-22T19:45:00+00:00,411.0000,417.5600,-0.3574,-2.8894,2.5320,0.0022,13.00,5.7500,30,eod
SCHW,Long,2025-07-23T14:00:00+00:00,2025-07-23T15:40:00+00:00,95.7700,94.9800,1.5935,-1.0292,2.6227,0.0039,59.00,1.6667,30,reversal
TXN,Long,2025-07-23T18:20:00+00:00,2025-07-23T19:45:00+00:00,186.4700,185.6000,-2.0320,1.1848,-3.2168,0.0109,30.00,1.4167,290,eod
SBUX,Short,2025-07-23T14:45:00+00:00,2025-07-23T19:45:00+00:00,96.4000,95.7600,-1.9888,-0.6476,-1.3412,0.0064,-58.00,5.0000,75,eod
T,Short,2025-07-23T14:00:00+00:00,2025-07-23T19:45:00+00:00,27.2100,27.6100,5.3502,-1.0292,6.3794,0.0049,-208.00,5.7500,30,eod
BAC,Long,2025-07-24T14:00:00+00:00,2025-07-24T18:35:00+00:00,48.8800,48.5900,2.4933,-0.4317,2.9250,0.0043,114.00,4.5833,30,reversal
GOOGL,Short,2025-07-24T14:00:00+00:00,2025-07-24T19:45:00+00:00,192.8100,192.2300,-2.3051,-0.4317,-1.8733,0.0072,-29.00,5.7500,30,eod
LIN,Short,2025-07-24T14:00:00+00:00,2025-07-24T19:45:00+00:00,470.8200,470.8000,4.3640,-0.4317,4.7957,0.0041,-11.00,5.7500,30,eod
UNH,Long,2025-07-24T17:10:00+00:00,2025-07-24T19:45:00+00:00,280.3000,279.2500,-2.5532,0.5805,-3.1338,0.0091,20.00,2.5833,220,eod
T,Long,2025-07-25T14:00:00+00:00,2025-07-25T16:15:00+00:00,28.2800,28.0600,2.6600,0.4507,2.2093,0.0059,197.00,2.2500,30,reversal
DIS,Short,2025-07-25T14:00:00+00:00,2025-07-25T19:45:00+00:00,121.4300,121.5000,-2.2847,0.4507,-2.7353,0.0028,-46.00,5.7500,30,eod
DIS,Long,2025-07-25T14:20:00+00:00,2025-07-25T19:45:00+00:00,121.1600,121.5000,-2.5461,0.6101,-3.1562,0.0034,46.00,5.4167,50,eod
AMD,Long,2025-07-28T14:00:00+00:00,2025-07-28T19:45:00+00:00,174.3600,173.3300,2.3137,0.3100,2.0036,0.0076,32.00,5.7500,30,eod
TSLA,Short,2025-07-28T14:10:00+00:00,2025-07-28T19:45:00+00:00,324.4600,326.2500,3.5701,0.3832,3.1869,0.0064,-17.00,5.5833,40,eod
FCX,Long,2025-07-28T14:20:00+00:00,2025-07-28T19:45:00+00:00,43.2500,43.7100,-3.0632,0.0914,-3.1547,0.0090,128.00,5.4167,50,eod
DIS,Short,2025-07-28T14:00:00+00:00,2025-07-28T19:45:00+00:00,120.6200,120.4300,-1.3875,0.3100,-1.6975,0.0030,-46.00,5.7500,30,eod
AAPL,Short,2025-07-29T14:00:00+00:00,2025-07-29T15:30:00+00:00,212.5300,212.0500,-2.2226,-1.1210,-1.1016,0.0040,-26.00,1.5000,30,reversal
AMD,Long,2025-07-29T14:00:00+00:00,2025-07-29T19:45:00+00:00,179.6500,177.6600,1.4777,-1.1210,2.5988,0.0083,31.00,5.7500,30,eod
TXN,Short,2025-07-29T14:00:00+00:00,2025-07-29T19:45:00+00:00,190.8800,191.1000,2.1243,-1.1210,3.2453,0.0038,-29.00,5.7500,30,eod
T,Long,2025-07-30T14:00:00+00:00,2025-07-30T18:10:00+00:00,27.6400,27.4500,1.7803,-0.1626,1.9429,0.0064,200.00,4.1667,30,reversal
SBUX,Long,2025-07-30T14:00:00+00:00,2025-07-30T19:45:00+00:00,90.8000,92.3300,-5.9713,-0.1626,-5.8087,0.0090,61.00,5.7500,30,eod
PYPL,Short,2025-07-30T14:00:00+00:00,2025-07-30T19:45:00+00:00,70.7600,69.7800,-3.0188,-0.1626,-2.8562,0.0039,-78.00,5.7500,30,eod
JPM,Short,2025-07-31T14:00:00+00:00,2025-07-31T14:50:00+00:00,297.8800,297.9700,-2.0683,-0.1501,-1.9182,0.0036,-18.00,0.8333,30,reversal
QCOM,Long,2025-07-31T14:00:00+00:00,2025-07-31T19:45:00+00:00,151.6200,147.1000,-4.7934,-0.1501,-4.6433,0.0058,36.00,5.7500,30,eod
CAT,Short,2025-07-31T14:00:00+00:00,2025-07-31T19:45:00+00:00,438.6400,438.4400,3.0633,-0.1501,3.2133,0.0021,-12.00,5.7500,30,eod
DE,Long,2025-07-31T14:00:00+00:00,2025-07-31T19:45:00+00:00,520.6100,524.5000,2.1559,-0.1501,2.3060,0.0032,10.00,5.7500,30,eod
AMZN,Long,2025-08-01T14:00:00+00:00,2025-08-01T14:55:00+00:00,218.1600,216.3600,0.0795,-2.8425,2.9220,0.0040,25.00,0.9167,30,reversal
AAPL,Short,2025-08-01T14:00:00+00:00,2025-08-01T19:45:00+00:00,206.2200,202.7500,-4.7385,-2.8425,-1.8960,0.0056,-26.00,5.7500,30,eod
AAPL,Long,2025-08-01T14:20:00+00:00,2025-08-01T19:45:00+00:00,204.9800,202.7500,-5.3396,-1.0006,-4.3390,0.0060,27.00,5.4167,50,eod
LIN,Short,2025-08-01T14:00:00+00:00,2025-08-01T19:45:00+00:00,461.2100,460.0500,3.5645,-2.8425,6.4070,0.0057,-12.00,5.7500,30,eod
META,Long,2025-08-04T15:25:00+00:00,2025-08-04T16:10:00+00:00,770.7000,770.4500,2.2133,1.1878,1.0255,0.0044,7.00,0.7500,115,reversal
SLB,Short,2025-08-04T14:00:00+00:00,2025-08-04T19:45:00+00:00,32.7900,32.8700,-0.9717,1.8958,-2.8675,0.0084,-168.00,5.7500,30,eod
LLY,Long,2025-08-04T14:00:00+00:00,2025-08-04T19:45:00+00:00,756.8700,768.9700,-2.0286,1.8958,-3.9244,0.0073,7.00,5.7500,30,eod
META,Long,2025-08-05T14:00:00+00:00,2025-08-05T14:30:00+00:00,779.6800,771.8800,1.6582,0.2931,1.3650,0.0035,7.00,0.5000,30,reversal
CAT,Long,2025-08-05T14:00:00+00:00,2025-08-05T15:00:00+00:00,431.1100,433.0300,-3.5070,0.2931,-3.8001,0.0038,12.00,1.0000,30,reversal
JPM,Short,2025-08-05T14:00:00+00:00,2025-08-05T19:45:00+00:00,291.9500,291.2300,-2.2661,0.2931,-2.5592,0.0042,-18.00,5.7500,30,eod
PFE,Short,2025-08-05T14:40:00+00:00,2025-08-05T19:45:00+00:00,24.7100,24.7900,1.8121,-2.0083,3.8203,0.0056,-223.00,5.0833,70,eod
DIS,Long,2025-08-06T14:00:00+00:00,2025-08-06T14:10:00+00:00,114.3700,113.7300,2.1072,0.7885,1.3187,0.0033,48.00,0.1667,30,reversal
LOW,Short,2025-08-06T14:00:00+00:00,2025-08-06T14:25:00+00:00,236.7000,237.6600,-1.7456,0.7885,-2.5341,0.0039,-23.00,0.4167,30,reversal
PFE,Long,2025-08-06T14:00:00+00:00,2025-08-06T19:45:00+00:00,24.2800,23.9200,-2.7002,0.7885,-3.4887,0.0048,226.00,5.7500,30,eod
COP,Long,2025-08-07T14:00:00+00:00,2025-08-07T16:30:00+00:00,91.6600,94.3000,-4.9002,0.4130,-5.3133,0.0069,59.00,2.5000,30,reversal
AMD,Long,2025-08-07T14:00:00+00:00,2025-08-07T19:45:00+00:00,171.4700,172.0400,1.8931,0.4130,1.4801,0.0109,31.00,5.7500,30,eod
AMD,Short,2025-08-07T15:00:00+00:00,2025-08-07T19:45:00+00:00,172.1500,172.0400,1.9539,-1.2266,3.1805,0.0126,-31.00,4.7500,90,eod
TXN,Short,2025-08-07T14:00:00+00:00,2025-08-07T19:45:00+00:00,187.8900,185.8800,-2.1632,0.4130,-2.5763,0.0066,-29.00,5.7500,30,eod
DIS,Long,2025-08-08T14:00:00+00:00,2025-08-08T14:30:00+00:00,113.6500,113.5700,2.8498,1.6296,1.2203,0.0034,48.00,0.5000,30,reversal
MU,Short,2025-08-08T15:25:00+00:00,2025-08-08T19:45:00+00:00,119.0600,118.7500,4.4236,1.4081,3.0155,0.0140,-46.00,4.3333,115,eod
LLY,Short,2025-08-08T14:00:00+00:00,2025-08-08T19:45:00+00:00,644.2000,626.2400,-1.2288,1.6296,-2.8583,0.0092,-8.00,5.7500,30,eod
LLY,Long,2025-08-08T14:05:00+00:00,2025-08-08T19:45:00+00:00,640.9700,626.2400,-2.0175,2.0253,-4.0428,0.0081,8.00,5.6667,35,eod
AVGO,Long,2025-08-11T14:00:00+00:00,2025-08-11T16:10:00+00:00,306.9500,306.9000,1.8295,0.7120,1.1175,0.0076,17.00,2.1667,30,reversal
XOM,Short,2025-08-11T14:00:00+00:00,2025-08-11T19:45:00+00:00,106.7600,106.0600,-1.9645,0.7120,-2.6765,0.0029,-51.00,5.7500,30,eod
NKE,Long,2025-08-11T14:00:00+00:00,2025-08-11T19:45:00+00:00,73.3800,74.0800,-3.0794,0.7120,-3.7914,0.0052,74.00,5.7500,30,eod
CVX,Short,2025-08-12T14:00:00+00:00,2025-08-12T19:35:00+00:00,155.4400,155.1800,2.8764,-2.0757,4.9521,0.0040,-35.00,5.5833,30,reversal
AMZN,Short,2025-08-12T14:00:00+00:00,2025-08-12T19:45:00+00:00,219.5800,221.7400,-3.1143,-2.0757,-1.0386,0.0047,-25.00,5.7500,30,eod
BAC,Long,2025-08-12T14:00:00+00:00,2025-08-12T19:45:00+00:00,47.0300,47.4700,0.8336,-2.0757,2.9093,0.0046,117.00,5.7500,30,eod
ADBE,Long,2025-08-13T14:00:00+00:00,2025-08-13T19:45:00+00:00,341.7700,351.4900,1.6675,-1.1555,2.8231,0.0046,16.00,5.7500,30,eod
DE,Short,2025-08-13T14:00:00+00:00,2025-08-13T19:45:00+00:00,511.2000,512.2800,3.4088,-1.1555,4.5643,0.0061,-10.00,5.7500,30,eod
GE,Short,2025-08-13T14:00:00+00:00,2025-08-13T19:45:00+00:00,275.3700,268.1900,-3.5159,-1.1555,-2.3603,0.0050,-19.00,5.7500,30,eod
GE,Long,2025-08-13T18:00:00+00:00,2025-08-13T19:45:00+00:00,266.9500,268.1900,-4.0721,-0.9552,-3.1169,0.0117,20.00,1.7500,270,eod
CRM,Short,2025-08-14T14:00:00+00:00,2025-08-14T19:45:00+00:00,234.4600,233.7600,-1.8664,0.3602,-2.2266,0.0052,-23.00,5.7500,30,eod
SCHW,Long,2025-08-14T14:00:00+00:00,2025-08-14T19:45:00+00:00,97.0000,97.6500,2.6907,0.3602,2.3305,0.0041,57.00,5.7500,30,eod
CRM,Long,2025-08-15T14:00:00+00:00,2025-08-15T19:45:00+00:00,240.3000,242.6000,2.5601,-0.0679,2.6280,0.0062,23.00,5.7500,30,eod
GS,Short,2025-08-15T14:00:00+00:00,2025-08-15T19:45:00+00:00,739.1400,731.9500,-2.1844,-0.0679,-2.1165,0.0045,-7.00,5.7500,30,eod
UNH,Short,2025-08-15T15:35:00+00:00,2025-08-15T19:45:00+00:00,308.4100,306.3600,2.3237,-0.9971,3.3208,0.0153,-18.00,4.1667,125,eod
AVGO,Short,2025-08-18T14:00:00+00:00,2025-08-18T16:45:00+00:00,300.1700,303.5600,-2.4732,-0.5929,-1.8803,0.0075,-18.00,2.7500,30,reversal
